Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power (kW),Duration (hours),Latitude,Longitude,Image,Service / Use Cases,Street Address,City,State,Postal Code,Country,URL,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percent,Equity Owner 2,Equity Owner 2 Percent,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Funding Source 1,Funding Source Detail 1,Funding Amount 1,Funding Source 2,Funding Source Detail 2,Funding Amount 2,Funding Source 3,Funding Source Detail 3,Funding Amount 3,Research Institution,Research Description,Research Institution URL,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip,Contact Country,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,qqqq,rrrr
Amber Kinetics Flywheel Energy Storage Demonstration - Full-scale Mechanical Flywheel Battery,Electro-mechanical,Flywheel,Flywheel,De-Commissioned,"&lt;p&gt;Amber Kinetics is developing a flywheel system from sub-scale research prototype to full-scale mechanical flywheel battery and will conduct both a commercial-scale and a utility-scale demonstration. The goal is to deliver a cost-effective prototype flywheel system that can be grid connected and electrically charged and discharged. The system will have built-in sensing components that can determine frequency and voltage characteristics of the grid and can override the grid signal to manage the amount of electricity discharged. &lt;/p&gt;
&lt;p&gt;The flywheel stores energy in a spinning rotor that is connected to an electric motor that converts electrical energy into mechanical energy. To recover the energy the motor is electrically reversed and used as a generator to slow down the flywheel converting the mechanical energy back into electrical energy. Amber Kinetics will improve the traditional flywheel system by engineering breakthroughs in three areas, resulting in higher efficiency and radically reduced cost: magnetic bearings, low-cost rotor, and high-efficiency motor generator. This technology can also be used to optimize existing infrastructure.&lt;/p&gt;
&lt;p&gt;The 48-month project contains 3 phases. &lt;/p&gt;
&lt;p&gt;Phase 1: engineering of a 10 kW / 10 kWh prototype system, includes demonstration of flywheel system, rotor performance, and demonstration of low-loss bearings and motor (Completed)&lt;/p&gt;
&lt;p&gt;Phase 2: commercial-scale prototype development, includes 100 kWh flywheel energy storage systems, with focus on scale up and cost reductions&lt;/p&gt;
&lt;p&gt;Phase 3: grid-connected demonstration, includes MWh size grid-connected demonstration of system performance and cycle life.&lt;/p&gt;
&lt;p&gt;Final report available at: https://www.smartgrid.gov/files/Amber_Kinetics_Final_Technical_Report.pdf&lt;/p&gt;",25,1,37.7652065,-122.2416355,,"Electric Energy Time Shift, ",,Alameda,California,,United States,http://www.smartgrid.gov/project/amber_kinetics_inc_flywheel_energy_storage_demonstration,03-01-2010,06-01-2015,,12-30-2015,CAISO,,Cooperative (Customer Owned),Transmission,,Customer-Owned,Amber Kinetics,100,,,Amber Kinetics,,,,,,,,,0,Full final performance evaluation at https://www.smartgrid.gov/files/Amber_Kinetics_Final_Technical_Report.pdf,10003015,0,Federal/National American Recovery and Reinvestment Act of 2009 â€“ RD&amp;D,"Department of Energy, Office of Electricity - ARRA Smart Grid Projects",3694660,,,0,,,0,"DOE, LLNL, CEC, AFS Trinity, Stanford","Evaluate flywheel performance, scalability, and grid application",http://www.smartgrid.gov/recovery_act/program_impacts/energy_storage_technology_performance_reports,,,,,,,,,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Kodiak ABB PowerStore Flywheels for Microgrid Stability and Harbor Crane Operation - Two 1 MW ABB PowerStore Grid Stabilization,Electro-mechanical,Flywheel,Flywheel,Operational,"&lt;p&gt;Kodiak Island operates a renewably-powered, isolated microgrid in Alaska. ABB Microgrids worked closely with Kodiak Electric Association (KEA) to develop and deliver the microgrid solution. KEA, a rural electric cooperative which generates and distributes electrical power in Kodiak, Alaska, uses hydro, wind, battery energy storage, flywheel energy storage and diesel generation sets to produce power for the island.&lt;/p&gt;
&lt;p&gt;The ABB PowerStore units will provide voltage and frequency support for a new crane to be installed at Kodiak Islandâ€™s port facility. They can also extend the life of the battery systems by up to 6 years, and provide renewables integration by helping to manage the intermittencies from a 9 MW wind farm on the island. Longer battery life will improve sustainability of KEAâ€™s power system.&lt;/p&gt;
&lt;p&gt;The flywheel energy storage consists of two 1 MW ABB PowerStore Grid Stabilization Model PS8 units installed in 2015. KEA refers to these units as the Flywheel Energy Storage System (FESS). &lt;/p&gt;",2000,0,57.7893609,-152.3972311,,"Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Renewables Capacity Firming, Voltage Support, ",515 East Marine Way,Kodiak,Alaska,,United States,http://www.abb.us/cawp/seitp202/a7d739473e39867885257cd0005d705b.aspx,05-06-2014,06-01-2015,,,,Kodiak Electric Association,Cooperative (Customer Owned),Primary Distribution,"Wind Turbines, Battery Bank",Utility-Owned,Kodiak Electric Association,100,,,ABB,ABB,ABB,,"ABB, Kodiak Electric Association",,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
Blue Solutions - Bluezone Cotonou 140kWc Solar Power Plant,Lithium Ion Battery,Lithium Polymer Battery,Lithium Polymer Battery,Operational,"&lt;p&gt;MiniGrid that provides electricity, Wifi and drinking water for a &quot;BlueZone&quot; where economical, social and cultural interactions can happen. 140kWc solar power plant combined with 360kWh LMP batteries and a diesel backup generator. Optimization of the whole components performed by Blue Solutions.&lt;/p&gt;",90,4,6.212344,2.2531969,,"Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",,Cotonou,,,Benin,,,06-04-2015,,,,,Investor Owned,Transmission,"Solar PV, diesel generator",Customer-Owned,,0,,,www.blue-solutions.com,,www.blue-solutions.com,www.blue-solutions.com,www.blue-solutions.com,,,,,25,,0,0,,,0,,,0,,,0,,,,,,,,,,,France ,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,,
HIU PV-Battery System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"76 kWh Li-ion battery system AC-coupled to 31 kWp PV array. Intelligent energy management in order to smooth PV fluctuations and load peaks. All energy is consumed on site, no feed-in to local grid.",60,1.27,48.4263931,9.96,,"Load Following (Tertiary Balancing), Ramping, Renewables Capacity Firming, ",HelmholtzstraÃŸe 11,Ulm,Baden-WÃ¼rttemberg,89081,Germany,http://www.hiu-batteries.de/fileadmin/user_upload/Dokumente/Pressemitteilungen/externe/PI_2015_047_eng.pdf,,06-05-2015,,,,,Investor Owned,,,Customer-Owned,Helmholtz Institute Ulm,0,,,,,Karlsruhe Institute of Technology,,,,,,,0,,0,0,,,0,,,0,,,0,Karlsruhe Institute of Technology,,http://www.competence-e.kit.edu/english/index.php,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,
"EDF EN Guiana, Toucan Project",Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,"Equipped with an innovative system for controlling its electrical equipment, this solar installation with energy storage is one of the first of its kind in France and worldwide.  Located in the town of MontsinÃ©ry-TonnÃ©grande on the coast of Guyana, the Toucan solar power plant represents an installed capacity of 5 MWp.  The technology installed on Toucan offers a better forecast of the energy production delivered and a reliable service for the network manager.  The electrical equipment of the installation is remotely controlled by innovative software developed by EDF Store &amp;amp; Forecast and EDF Energies Nouvelles, which provide the grid operator with very accurate forecasts of daily production.  Installed batteries contribute to the stability of the Guyanese electricity grid by absorbing excess solar energy produced and restoring it according to the needs of the network. The Sunzil teams, a 50% local subsidiary of EDF Energies Nouvelles, were in charge of the solar generator and the storage system was built by the FIAMM-NIDEC consortium.",1600,2.8,5,-53,,"Renewables Energy Time Shift, ",,MontsinÃ©ry-Tonnegrande,MontsinÃ©ry-Tonnegrande,97356,French Guiana,https://www.edf-energies-nouvelles.com/edf-energies-nouvelles-met-service-toucan-centrale-solaire-innovante-stockage/,06-08-2013,07-01-2015,,,,EDF Energies Nouvelles France,,,5 MW Solar Power Plant,Utility-Owned,EDF Energies Nouvelles France,0,,,FIAMM Energy Storage Solutions,FIAMM Energy Storage Solutions,"FIAMM, EDF Energies Nouvelles France",,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
Oncor&#039;s System Operating Services Facility Microgrid: 200 kW Tesla Battery,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"S&amp;amp;C and Schneider Electric built the microgrid in six months at Oncorâ€™s System Operating Services Facility (SOSF). The system is designed to seamlessly integrate energy storage and renewable energy resources with cutting-edge hardware and software to showcase how microgrids can enhance reliability for Oncor customers.  The grid-tied system consists of four interconnected microgrids and nine different distributed generation resources: two solar PV arrays, a microturbine, two energy storage units, and four generators. The system has a total peak capacity of 900 kilowatts, but could theoretically scale to meet just about any need.",200,2,33,-97,,"Electric Supply Reserve Capacity - Spinning, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Voltage Support, ",,Lancaster,Texas,,United States,http://microgrids.schneider-electric.us/wp-content/uploads/Oncor-case-study-vF-4.13.15-2.pdf,07-04-2015,07-04-2015,,,ERCOT,Oncor Electric,Investor Owned,,"Solar PV,  Propane Microturbine, Diesel Generators, Gas Reciprocating Generator,",Utility-Owned,Oncor Electric,0,,,Tesla Motors,Schneider Electric,Schneider Electric,,Oncor Electric,Prim Construction LLC,Horizon,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,,
Oncor&#039;s System Operating Services Facility (SOSF) Microgrid: 25 kW S&amp;C Electric Battery,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"S&amp;amp;C and Schneider Electric built the microgrid in six months at Oncorâ€™s System Operating Services Facility (SOSF). The system is designed to seamlessly integrate energy storage and renewable energy resources with cutting-edge hardware and software to showcase how microgrids can enhance reliability for Oncor customers.   The grid-tied system consists of four interconnected microgrids and nine different distributed generation resources: two solar PV arrays, a microturbine, two energy storage units, and four generators. The system has a total peak capacity of 900 kilowatts, but could theoretically scale to meet just about any need.",25,1,33,0,,"Electric Supply Reserve Capacity - Spinning, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Voltage Support, ",2471 S Dallas Ave,Lancaster,Texas,,United States,http://www.greentechmedia.com/articles/read/oncor-sc-and-schneider-electric-complete-their-innovative-four-part-microgr,07-04-2015,07-04-2015,03-08-2014,,ERCOT,Oncor Electric,Investor Owned,,,Utility-Owned,Oncor Electric,0,,,S&amp;C Electric,S&amp;C Electric,S&amp;C Electric,,Oncor Electric,Prim Construction LLC,Horizon,,,20,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,,
Glasgow Electric Plant Board - Sunverge 165 Home Pilot,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Contracted,"The Glasgow Electric Plant Board (EPB) in Kentucky is installing Sunvergeâ€˜s energy storage devices for use during times of peak demand.  The municipally-owned utility, which serves a town of 14,000, will install the 6 kW / 11.6 kWh Sunverge system in 165 homes, providing utility-grade storage at individual homes along with cloud software to manage the storage. The devices will capture power from the electric grid at night or when demand and cost are lower. When demand peaks and costs are higher, the utility will order the batteries to release that power and distribute it, reducing the need to supply additional power from traditional generating plants.",990,1.92,36.9958839,-85.91,,"Electric Bill Management, Grid-Connected Residential (Reliability), Resiliency, ",,Glasgow,Kentucky,,United States,http://www.energymanagertoday.com/small-utility-deploys-energy-storage-customers-homes-0114674/,07-08-2015,07-08-2015,,,,Glasgow Electric Plant Board (EPB),State/Municipal Owned,,,Utility-Owned,Glasgow Electric Plant Board (EPB),0,,,Sunverge Energy,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Feldheim Regional Regulating Power Station (RRKW),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"This innovative storage facility for renewable energy is being built in the energy self-sufficient village of Feldheim and functions as a â€˜regulating power stationâ€™ at regional level. The project is being financed by a venture capital company in which interests are held by Energiequelle, Enercon and a number of other partners. Grant support is also provided by the State of Brandenburg and the European Union.",10000,1,52.011579,12.82,,"Frequency Regulation, Renewables Capacity Firming, Transmission upgrades due to wind, ",,Feldheim,Brandenburg,,Germany,http://cleantechnica.com/2015/09/21/new-10-mw-storage-plant-opened-feldheim-germany-europes-largest/,10-07-2014,07-09-2015,,,,50 Hertz (Transmission System Operator),,,Wind,Third-Party-Owned,Venture Capital,0,,,LG Chem Ltd.,Enercon,,,Energiequelle,,,,,0,,14300000,0,Federal/National Grant,Brandenburg and the European Regional Development Fund (ERDF),4500000,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,
Panasonic Eco Solutions Canada- Vaughan,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Panasonic Eco Solutions Canada Inc. announced that it has completed the installation and commissioning of its first pilot residential solar photovoltaic and energy storage system in North America. The pilot installation is at a single home residence in Vaughan, Ontario. The battery storage system used in this installation is powered by Panasonicâ€™s Lithium-ion batteries. When combined with solar PV panels in an installation, the panel-generated electricity can work in synergy with the battery via a hybrid inverter to provide energy management, security, and cost performance benefits.",2,5,44,-80,,"Electric Bill Management with Renewables, Resiliency, ",,Vaughan,Ontario,,Canada,http://www.businesswire.com/news/home/20151008005143/en/Panasonic-Eco-Solutions-Canada-Installs-Pilot-Residential,,08-10-2015,,,IESO,,,,,Customer-Owned,Home Owner,0,,,Panasonic,Panasonic,Panasonic,Panasonic,Panasonic,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
SNOPUD MESA 1a Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Snohomish County Public Utility District (SNOPUD) and 1Energy Systems will partner to develop and deploy an innovative approach to energy storage, aimed at helping electric utilities increase their use of renewable energy and improve overall reliability. The MESA-1 installation will be the first energy storage system built on the Modular Energy Storage Architecture (MESA), an innovative approach to energy storage based on open, non-proprietary industry standards.    Two battery systems will be installed for the system: MESA 1a utilize a Parker Hannifin Power Conversion System and a Mitsubishi 1 MW (500 kWh) Li-Ion battery.  Alstom Grid and faculty from the University of Washington will join the project to collaborate on research, analysis and design of technology interfaces. 1Energy will lead the selection of future MESA partners who will provide batteries, power conversion and balance-of-system components.",1000,0.5,47.9366303,-122.25,,"Electric Energy Time Shift, Load Following (Tertiary Balancing), Renewables Capacity Firming, Voltage Support, ",910 Shuksan Way,Everett,Washington,98203,United States,http://www.snopud.com/PowerSupply/energystorage.ashx?p=2142,01-01-2014,09-02-2015,01-11-2014,,,Snohomish County Public Utility District,Public Owned,Primary Distribution,,Utility-Owned,Snohomish County Public Utility District No. 1,100,,,Lithium Energy Japan (GS Yuasa International Ltd. and Mitsubishi),Parker Hannifin Corporation,"1Energy Services, LLC",Snohomish County Public Utility District No. 1,Snohomish County Public Utility District No. 1,,,,,10,,0,0,,,0,,,0,,,0,University of Washington,Research the economical and electrical system benefits of wide scale deployment of energy storage throughout the District&#039;s service territory.,http://www.ee.washington.edu/people/faculty/kirschen/,,,,,,,,,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,
